city,country,continent,lon,lat,Change_in_HW_Days,Change_in_Tmax,koppen_geiger_class,climate_class_label,climate_class_description,nearest_city_pop_max,pop_group
Ahmedabad,India,Asia,72.5,23.08900524,95.35519126,0,3,Aw,"Tropical, savannah",5375000,Very Large (>1M)
Jhang,Pakistan,Asia,72.5,31.57068063,81.69934641,3.445857321,4,BWh,"Arid, desert, hot",341210,Medium (50k-500k)
Andijan,Uzbekistan,Asia,72.5,40.56338,92.81045752,0,7,BSk,"Arid, steppe, cold",391277,Medium (50k-500k)
Andijan,Uzbekistan,Asia,72.5,40.9947644,80.39215686,0,6,BSh,"Arid, steppe, hot",650000,Large (500k-1M)
Toktogul,Kyrgyzstan,Asia,72.5,41.830986,98.03921569,0,18,Dsb,"Cold, dry summer, warm summer",26115,Small (<50k)
Toktogul,Kyrgyzstan,Asia,72.5,41.93717277,81.04575163,0,7,BSk,"Arid, steppe, cold",26115,Small (<50k)
Qulan,Kazakhstan,Asia,72.5,42.87958115,77.77777778,0,7,BSk,"Arid, steppe, cold",13128,Small (<50k)
Qulan,Kazakhstan,Asia,72.5,43.09859,92.81045752,0,7,BSk,"Arid, steppe, cold",13128,Small (<50k)
Aqadyr,Kazakhstan,Asia,72.5,48.169014,86.2745098,0,7,BSk,"Arid, steppe, cold",9710,Small (<50k)
Osakarovka,Kazakhstan,Asia,72.5,50.41884817,81.04575163,0,7,BSk,"Arid, steppe, cold",7305,Small (<50k)
Osakarovka,Kazakhstan,Asia,72.5,50.704224,92.15686275,0,7,BSk,"Arid, steppe, cold",7305,Small (<50k)
Nadym,Russia,Europe,72.5,65.4973822,86.2745098,0,26,Dfb,"Cold, no dry season, warm summer",46339,Small (<50k)
Mumbai,India,Asia,73.125,18.91035725,95.6284153,0,2,Am,"Tropical, monsoon",18978000,Very Large (>1M)
Silvassa,India,Asia,73.125,20.31112351,95.90163934,0,2,Am,"Tropical, monsoon",27359,Small (<50k)
Navsari,India,Asia,73.125,20.74755823,73.49726776,0,2,Am,"Tropical, monsoon",163000,Medium (50k-500k)
Jodhpur,India,Asia,73.125,26.25,88.88888889,0,6,BSh,"Arid, steppe, hot",995000,Large (500k-1M)
Faisalabad,Pakistan,Asia,73.125,31.3245577,35.29411765,0,6,BSh,"Arid, steppe, hot",2617000,Very Large (>1M)
Islamabad,Pakistan,Asia,73.125,33.75,85.62091503,0,11,Cwa,"Temperate, dry winter, hot summer",780000,Large (500k-1M)
Jalal Abad,Kyrgyzstan,Asia,73.125,40.67515858,79.08496732,0,7,BSk,"Arid, steppe, cold",248899,Medium (50k-500k)
Jalal Abad,Kyrgyzstan,Asia,73.125,40.93433832,88.88888889,0,7,BSk,"Arid, steppe, cold",248899,Medium (50k-500k)
Jalal Abad,Kyrgyzstan,Asia,73.125,40.93433832,84.96732026,0,7,BSk,"Arid, steppe, cold",248899,Medium (50k-500k)
Qaraghandy,Kazakhstan,Asia,73.125,49.72711456,85.62091503,0,7,BSk,"Arid, steppe, cold",451800,Medium (50k-500k)
Omsk,Russia,Europe,73.125,55.02481079,93.46405229,0,7,BSk,"Arid, steppe, cold",1135000,Very Large (>1M)
Pune,India,Asia,73.75,18.37696335,96.72131148,0,3,Aw,"Tropical, savannah",4672000,Very Large (>1M)
Nasik,India,Asia,73.75,20.2617801,98.08743169,0,3,Aw,"Tropical, savannah",1473000,Very Large (>1M)
Udaipur,India,Asia,73.75,24.97382199,93.46405229,0,6,BSh,"Arid, steppe, hot",469737,Medium (50k-500k)
Udaipur,India,Asia,73.75,25,98.69281046,0,6,BSh,"Arid, steppe, hot",469737,Medium (50k-500k)
Pali,India,Asia,73.75,25.91623037,93.46405229,0,6,BSh,"Arid, steppe, hot",210103,Medium (50k-500k)
Okara,Pakistan,Asia,73.75,30.62827225,86.92810458,0,4,BWh,"Arid, desert, hot",223648,Medium (50k-500k)
Okara,Pakistan,Asia,73.75,31,94.11764706,0,6,BSh,"Arid, steppe, hot",223648,Medium (50k-500k)
Sheikhu Pura,Pakistan,Asia,73.75,31.57068063,85.62091503,0,6,BSh,"Arid, steppe, hot",361303,Medium (50k-500k)
Gujrat,Pakistan,Asia,73.75,32.51308901,84.31372549,0,11,Cwa,"Temperate, dry winter, hot summer",301506,Medium (50k-500k)
Kara Balta,Kyrgyzstan,Asia,73.75,42.87958115,78.43137255,0,7,BSk,"Arid, steppe, cold",74133,Medium (50k-500k)
Kara Balta,Kyrgyzstan,Asia,73.75,43,72.54901961,0,7,BSk,"Arid, steppe, cold",74133,Medium (50k-500k)
Shu,Kazakhstan,Asia,73.75,43.82198953,81.69934641,0,7,BSk,"Arid, steppe, cold",42439,Small (<50k)
Burylbaytal,Kazakhstan,Asia,73.75,44.76439791,81.69934641,0,5,BWk,"Arid, desert, cold",100,Small (<50k)
Burylbaytal,Kazakhstan,Asia,73.75,45,65.35947712,0,5,BWk,"Arid, desert, cold",100,Small (<50k)
Omsk,Russia,Europe,73.75,55,51.63398693,0,7,BSk,"Arid, steppe, cold",1135000,Very Large (>1M)
Omsk,Russia,Europe,73.75,55.13089005,81.69934641,0,7,BSk,"Arid, steppe, cold",1135000,Very Large (>1M)
Panaji,India,Asia,74,15.18987342,85.79234973,0,2,Am,"Tropical, monsoon",65586,Medium (50k-500k)
Panaji,India,Asia,74,15.75,87.15846995,0,2,Am,"Tropical, monsoon",65586,Medium (50k-500k)
Pune,India,Asia,74,18.75,74.04371585,0,3,Aw,"Tropical, savannah",4672000,Very Large (>1M)
Nasik,India,Asia,74,20.25,68.30601093,0,3,Aw,"Tropical, savannah",1473000,Very Large (>1M)
Udaipur,India,Asia,74,24.75,38.5620915,0,6,BSh,"Arid, steppe, hot",469737,Medium (50k-500k)
Sheikhu Pura,Pakistan,Asia,74,31.39240506,83.66013072,0,6,BSh,"Arid, steppe, hot",361303,Medium (50k-500k)
Gujranwala,Pakistan,Asia,74,32.25,16.99346405,0,11,Cwa,"Temperate, dry winter, hot summer",1513000,Very Large (>1M)
Kara Balta,Kyrgyzstan,Asia,74,42.75,63.39869281,0,7,BSk,"Arid, steppe, cold",74133,Medium (50k-500k)
Shu,Kazakhstan,Asia,74,43.5443038,49.67320261,0,7,BSk,"Arid, steppe, cold",42439,Small (<50k)
Panaji,India,Asia,74.0625,15.42851809,93.16939891,0,2,Am,"Tropical, monsoon",65586,Medium (50k-500k)
Panaji,India,Asia,74.0625,15.625,80.32786885,0,2,Am,"Tropical, monsoon",65586,Medium (50k-500k)
Kolhapur,India,Asia,74.0625,16.36357961,88.79781421,0,2,Am,"Tropical, monsoon",750000,Large (500k-1M)
Kolhapur,India,Asia,74.0625,16.875,82.78688525,0,3,Aw,"Tropical, savannah",750000,Large (500k-1M)
Pune,India,Asia,74.0625,18.23370256,90.98360656,0,3,Aw,"Tropical, savannah",4672000,Very Large (>1M)
Nasik,India,Asia,74.0625,20.10382536,89.89071038,0,3,Aw,"Tropical, savannah",1473000,Very Large (>1M)
Udaipur,India,Asia,74.0625,24.375,98.69281046,0,3,Aw,"Tropical, savannah",469737,Medium (50k-500k)
Udaipur,India,Asia,74.0625,24.77913156,49.67320261,0,6,BSh,"Arid, steppe, hot",469737,Medium (50k-500k)
Abohar,India,Asia,74.0625,30.38949705,31.37254902,0,4,BWh,"Arid, desert, hot",130603,Medium (50k-500k)
Lahore,Pakistan,Asia,74.0625,31.3245577,38.5620915,0,6,BSh,"Arid, steppe, hot",6577000,Very Large (>1M)
Sheikhu Pura,Pakistan,Asia,74.0625,31.875,82.35294118,0,6,BSh,"Arid, steppe, hot",361303,Medium (50k-500k)
Gujranwala,Pakistan,Asia,74.0625,32.25961827,47.7124183,0,11,Cwa,"Temperate, dry winter, hot summer",1513000,Very Large (>1M)
Baramula,India,Asia,74.0625,34.12973913,53.59477124,0,14,Cfa,"Temperate, no dry season, hot summer",167986,Medium (50k-500k)
Baramula,India,Asia,74.0625,34.375,34.64052288,0,26,Dfb,"Cold, no dry season, warm summer",167986,Medium (50k-500k)
Gilgit,Pakistan,Asia,74.0625,35.625,34.64052288,0,7,BSk,"Arid, steppe, cold",216760,Medium (50k-500k)
Gilgit,Pakistan,Asia,74.0625,35.99985958,75.16339869,0,7,BSk,"Arid, steppe, cold",216760,Medium (50k-500k)
Kara Balta,Kyrgyzstan,Asia,74.0625,42.54527717,79.08496732,0,26,Dfb,"Cold, no dry season, warm summer",74133,Medium (50k-500k)
Kara Balta,Kyrgyzstan,Asia,74.0625,43.125,40.52287582,0,7,BSk,"Arid, steppe, cold",74133,Medium (50k-500k)
Shu,Kazakhstan,Asia,74.0625,43.4803362,77.77777778,0,7,BSk,"Arid, steppe, cold",42439,Small (<50k)
Tara,Russia,Europe,74.0625,56.875,28.75816993,0,25,Dfa,"Cold, no dry season, hot summer",26986,Small (<50k)
Pune,India,Asia,74.25,18.50457985,77.59562842,0,6,BSh,"Arid, steppe, hot",4672000,Very Large (>1M)
Pune,India,Asia,74.25,18.50457985,86.8852459,0,6,BSh,"Arid, steppe, hot",4672000,Very Large (>1M)
Malegaon,India,Asia,74.25,20.74755823,70.49180328,0,3,Aw,"Tropical, savannah",690844,Large (500k-1M)
Malegaon,India,Asia,74.25,20.74755823,84.15300546,0,3,Aw,"Tropical, savannah",690844,Large (500k-1M)
Bhilwara,India,Asia,74.25,25.23351384,88.23529412,0,6,BSh,"Arid, steppe, hot",389911,Medium (50k-500k)
Bhilwara,India,Asia,74.25,25.23351384,41.17647059,0,6,BSh,"Arid, steppe, hot",389911,Medium (50k-500k)
Ajmer,India,Asia,74.25,26.35500245,59.47712418,0,6,BSh,"Arid, steppe, hot",589985,Large (500k-1M)
Ajmer,India,Asia,74.25,26.35500245,96.07843137,0,6,BSh,"Arid, steppe, hot",589985,Large (500k-1M)
Kasur,Pakistan,Asia,74.25,30.8409555,79.73856209,0,6,BSh,"Arid, steppe, hot",290643,Medium (50k-500k)
Gujranwala,Pakistan,Asia,74.25,31.96244335,79.08496732,0,6,BSh,"Arid, steppe, hot",1513000,Very Large (>1M)
Gujranwala,Pakistan,Asia,74.25,31.96244335,78.43137255,0,6,BSh,"Arid, steppe, hot",1513000,Very Large (>1M)
Baramula,India,Asia,74.25,34.2054185,90.19607843,0,14,Cfa,"Temperate, no dry season, hot summer",167986,Medium (50k-500k)
Baramula,India,Asia,74.25,34.2054185,98.69281046,0,14,Cfa,"Temperate, no dry season, hot summer",167986,Medium (50k-500k)
Belagavi,India,Asia,74.53125,16.10882416,94.80874317,0,3,Aw,"Tropical, savannah",608756,Large (500k-1M)
Ahmednagar,India,Asia,74.53125,18.91035725,95.35519126,0,6,BSh,"Arid, steppe, hot",391760,Medium (50k-500k)
Malegaon,India,Asia,74.53125,20.31112351,90.98360656,0,6,BSh,"Arid, steppe, hot",690844,Large (500k-1M)
Abohar,India,Asia,74.53125,30.11647993,88.88888889,0,6,BSh,"Arid, steppe, hot",130603,Medium (50k-500k)
Lahore,Pakistan,Asia,74.53125,31.51724377,82.35294118,0,6,BSh,"Arid, steppe, hot",6577000,Very Large (>1M)
Jammu,India,Asia,74.53125,32.91800716,87.58169935,0,11,Cwa,"Temperate, dry winter, hot summer",791000,Large (500k-1M)
Sopore,India,Asia,74.53125,34.31877008,92.15686275,0,14,Cfa,"Temperate, no dry season, hot summer",63035,Medium (50k-500k)
Gilgit,Pakistan,Asia,74.53125,35.71953248,92.15686275,0,26,Dfb,"Cold, no dry season, warm summer",216760,Medium (50k-500k)
Bishkek,Kyrgyzstan,Asia,74.53125,42.72333486,97.38562092,0,7,BSk,"Arid, steppe, cold",837000,Large (500k-1M)
Balqash,Kazakhstan,Asia,74.53125,46.92560615,84.96732026,0,5,BWk,"Arid, desert, cold",81364,Medium (50k-500k)
Tara,Russia,Europe,74.53125,56.7308565,78.43137255,0,25,Dfa,"Cold, no dry season, hot summer",26986,Small (<50k)
Mangaluru,India,Asia,75,12.5,80.87431694,0,2,Am,"Tropical, monsoon",776632,Large (500k-1M)
Mangaluru,India,Asia,75,12.62333334,95.6284153,0,2,Am,"Tropical, monsoon",776632,Large (500k-1M)
Mangaluru,India,Asia,75,12.676056,98.36065574,0,2,Am,"Tropical, monsoon",776632,Large (500k-1M)
Mangaluru,India,Asia,75,12.72251309,99.45355191,0,2,Am,"Tropical, monsoon",776632,Large (500k-1M)
Hubballi,India,Asia,75,15,80.05464481,0,3,Aw,"Tropical, savannah",890000,Large (500k-1M)
Hubballi,India,Asia,75,15.211267,95.90163934,0,3,Aw,"Tropical, savannah",890000,Large (500k-1M)
Hubballi,India,Asia,75,15.42851809,88.25136612,0,3,Aw,"Tropical, savannah",890000,Large (500k-1M)
Hubballi,India,Asia,75,15.54973822,97.26775956,0,3,Aw,"Tropical, savannah",890000,Large (500k-1M)
Ahmednagar,India,Asia,75,18.75,78.41530055,0,6,BSh,"Arid, steppe, hot",391760,Medium (50k-500k)
Ahmednagar,India,Asia,75,19.014084,95.08196721,0,6,BSh,"Arid, steppe, hot",391760,Medium (50k-500k)
Ahmednagar,India,Asia,75,19.16876398,87.70491803,0,6,BSh,"Arid, steppe, hot",391760,Medium (50k-500k)
Ahmednagar,India,Asia,75,19.31937173,97.81420765,0,6,BSh,"Arid, steppe, hot",391760,Medium (50k-500k)
Aurangabad,India,Asia,75,19.58521861,66.12021858,0,6,BSh,"Arid, steppe, hot",1113000,Very Large (>1M)
Aurangabad,India,Asia,75,19.58522034,89.61748634,0,6,BSh,"Arid, steppe, hot",1113000,Very Large (>1M)
Aurangabad,India,Asia,75,20,73.49726776,0,3,Aw,"Tropical, savannah",1113000,Very Large (>1M)
Aurangabad,India,Asia,75,20.10382536,84.69945355,0,3,Aw,"Tropical, savannah",1113000,Very Large (>1M)
Dhule,India,Asia,75,21.0388867,76.50273224,0,3,Aw,"Tropical, savannah",479073,Medium (50k-500k)
Dhule,India,Asia,75,21.20418848,96.17486339,0,3,Aw,"Tropical, savannah",479073,Medium (50k-500k)
Dhule,India,Asia,75,21.25,75.68306011,0,3,Aw,"Tropical, savannah",479073,Medium (50k-500k)
Ratlam,India,Asia,75,23.08900524,96.72131148,0,3,Aw,"Tropical, savannah",307229,Medium (50k-500k)
Ratlam,India,Asia,75,23.31572914,51.63934426,0,3,Aw,"Tropical, savannah",307229,Medium (50k-500k)
Ratlam,India,Asia,75,23.31573073,47.26775956,0,3,Aw,"Tropical, savannah",307229,Medium (50k-500k)
Ratlam,India,Asia,75,23.75,69.28104575,0,3,Aw,"Tropical, savannah",307229,Medium (50k-500k)
Bhilwara,India,Asia,75,25.18098558,40.52287582,0,3,Aw,"Tropical, savannah",389911,Medium (50k-500k)
Bhilwara,India,Asia,75,25.18099022,44.44444444,0,3,Aw,"Tropical, savannah",389911,Medium (50k-500k)
Bhilwara,India,Asia,75,25.352112,98.69281046,0,3,Aw,"Tropical, savannah",389911,Medium (50k-500k)
Ajmer,India,Asia,75,26.25,83.66013072,0,6,BSh,"Arid, steppe, hot",589985,Large (500k-1M)
Ajmer,India,Asia,75,26.619719,98.69281046,0,6,BSh,"Arid, steppe, hot",589985,Large (500k-1M)
Ajmer,India,Asia,75,26.64925366,39.86928105,0,6,BSh,"Arid, steppe, hot",589985,Large (500k-1M)
Sikar,India,Asia,75,27.5,79.73856209,0,6,BSh,"Arid, steppe, hot",400000,Medium (50k-500k)
Sikar,India,Asia,75,27.58431461,46.40522876,0,6,BSh,"Arid, steppe, hot",400000,Medium (50k-500k)
Sikar,India,Asia,75,27.80104712,90.19607843,0,6,BSh,"Arid, steppe, hot",400000,Medium (50k-500k)
Sikar,India,Asia,75,27.887323,98.69281046,0,6,BSh,"Arid, steppe, hot",400000,Medium (50k-500k)
Sirsa,India,Asia,75,29.15493,98.69281046,0,6,BSh,"Arid, steppe, hot",181639,Medium (50k-500k)
Sirsa,India,Asia,75,29.45443631,47.05882353,0,6,BSh,"Arid, steppe, hot",181639,Medium (50k-500k)
Sirsa,India,Asia,75,29.68586387,88.88888889,0,6,BSh,"Arid, steppe, hot",181639,Medium (50k-500k)
Amritsar,India,Asia,75,31.3245577,45.09803922,0,6,BSh,"Arid, steppe, hot",1212000,Very Large (>1M)
Amritsar,India,Asia,75,31.57068063,91.50326797,0,6,BSh,"Arid, steppe, hot",1212000,Very Large (>1M)
Amritsar,India,Asia,75,31.690142,98.69281046,0,11,Cwa,"Temperate, dry winter, hot summer",1212000,Very Large (>1M)
Jammu,India,Asia,75,32.5,78.43137255,0,11,Cwa,"Temperate, dry winter, hot summer",791000,Large (500k-1M)
Jammu,India,Asia,75,32.51308901,90.19607843,0,11,Cwa,"Temperate, dry winter, hot summer",791000,Large (500k-1M)
Jammu,India,Asia,75,32.64199066,73.20261438,0,11,Cwa,"Temperate, dry winter, hot summer",791000,Large (500k-1M)
Jammu,India,Asia,75,32.64199444,37.90849673,0,11,Cwa,"Temperate, dry winter, hot summer",791000,Large (500k-1M)
Jammu,India,Asia,75,32.957745,97.38562092,0,11,Cwa,"Temperate, dry winter, hot summer",791000,Large (500k-1M)
Srinagar,India,Asia,75,33.75,92.81045752,0,14,Cfa,"Temperate, no dry season, hot summer",1140000,Very Large (>1M)
Srinagar,India,Asia,75,34.12973913,80.39215686,0,14,Cfa,"Temperate, no dry season, hot summer",1140000,Very Large (>1M)
Srinagar,India,Asia,75,34.225353,98.69281046,0,14,Cfa,"Temperate, no dry season, hot summer",1140000,Very Large (>1M)
Srinagar,India,Asia,75,34.39790576,86.2745098,0,26,Dfb,"Cold, no dry season, warm summer",1140000,Very Large (>1M)
Tokmak,Kyrgyzstan,Asia,75,42.87958115,77.77777778,0,7,BSk,"Arid, steppe, cold",112860,Medium (50k-500k)
Otar,Kazakhstan,Asia,75,43.4803362,79.73856209,0,7,BSk,"Arid, steppe, cold",11238,Small (<50k)
Otar,Kazakhstan,Asia,75,43.75,73.20261438,0,7,BSk,"Arid, steppe, cold",11238,Small (<50k)
Balqash,Kazakhstan,Asia,75,46.64921466,83.66013072,0,5,BWk,"Arid, desert, cold",81364,Medium (50k-500k)
Balqash,Kazakhstan,Asia,75,46.90141,89.54248366,0,5,BWk,"Arid, desert, cold",81364,Medium (50k-500k)
Ekibastuz,Kazakhstan,Asia,75,51.89585745,79.73856209,0,7,BSk,"Arid, steppe, cold",127868,Medium (50k-500k)
Cherlak,Russia,Europe,75,54.18848168,81.69934641,0,7,BSk,"Arid, steppe, cold",12122,Small (<50k)
Kalachinsk,Russia,Europe,75,55,77.12418301,0,7,BSk,"Arid, steppe, cold",24059,Small (<50k)
Kalachinsk,Russia,Europe,75,55.02480754,82.35294118,0,7,BSk,"Arid, steppe, cold",24059,Small (<50k)
Kalachinsk,Russia,Europe,75,55.02481079,93.46405229,0,7,BSk,"Arid, steppe, cold",24059,Small (<50k)
Yamburg,Russia,Europe,75,67.79173443,84.31372549,0,26,Dfb,"Cold, no dry season, warm summer",48488,Small (<50k)
Yamburg,Russia,Europe,75,68.08099099,65.35947712,0,26,Dfb,"Cold, no dry season, warm summer",48488,Small (<50k)
Yamburg,Russia,Europe,75,68.08099365,80.39215686,0,26,Dfb,"Cold, no dry season, warm summer",48488,Small (<50k)
Shivamogga,India,Asia,75.375,14.01862218,82.78688525,0,3,Aw,"Tropical, savannah",654055,Large (500k-1M)
Shivamogga,India,Asia,75.375,14.01862218,95.6284153,0,3,Aw,"Tropical, savannah",654055,Large (500k-1M)
Hubballi,India,Asia,75.375,15.14011169,79.23497268,0,3,Aw,"Tropical, savannah",890000,Large (500k-1M)
Hubballi,India,Asia,75.375,15.14011169,91.2568306,0,3,Aw,"Tropical, savannah",890000,Large (500k-1M)
Aurangabad,India,Asia,75.375,19.62606908,84.42622951,0,3,Aw,"Tropical, savannah",1113000,Very Large (>1M)
Aurangabad,India,Asia,75.375,19.62606908,74.31693989,0,3,Aw,"Tropical, savannah",1113000,Very Large (>1M)
Sikar,India,Asia,75.375,27.47649093,65.35947712,0,6,BSh,"Arid, steppe, hot",400000,Medium (50k-500k)
Sikar,India,Asia,75.375,27.47649093,84.96732026,0,6,BSh,"Arid, steppe, hot",400000,Medium (50k-500k)
Sirsa,India,Asia,75.375,29.71946747,81.04575163,0,6,BSh,"Arid, steppe, hot",181639,Medium (50k-500k)
Sirsa,India,Asia,75.375,29.71946747,82.35294118,0,6,BSh,"Arid, steppe, hot",181639,Medium (50k-500k)
Ertis,Kazakhstan,Asia,75.375,53.27065546,64.05228758,0,7,BSk,"Arid, steppe, cold",9216,Small (<50k)
Ertis,Kazakhstan,Asia,75.375,53.27065546,64.05228758,0,7,BSk,"Arid, steppe, cold",9216,Small (<50k)
Davangere,India,Asia,75.9375,14.375,92.89617486,0,6,BSh,"Arid, steppe, hot",503564,Large (500k-1M)
Davangere,India,Asia,75.9375,14.49345653,89.07103825,0,6,BSh,"Arid, steppe, hot",503564,Large (500k-1M)
Davangere,India,Asia,75.9375,14.70805736,95.35519126,0,6,BSh,"Arid, steppe, hot",503564,Large (500k-1M)
Hosapete,India,Asia,75.9375,15.34836476,89.61748634,0,6,BSh,"Arid, steppe, hot",286007,Medium (50k-500k)
Vijayapura,India,Asia,75.9375,16.875,88.25136612,0,6,BSh,"Arid, steppe, hot",271064,Medium (50k-500k)
Sholapur,India,Asia,75.9375,17.29864111,87.15846995,0,6,BSh,"Arid, steppe, hot",1057000,Very Large (>1M)
Sholapur,India,Asia,75.9375,17.50959079,93.44262295,0,6,BSh,"Arid, steppe, hot",1057000,Very Large (>1M)
Bhusawal,India,Asia,75.9375,20.625,87.97814208,0,3,Aw,"Tropical, savannah",183001,Medium (50k-500k)
Bhusawal,India,Asia,75.9375,20.92957425,80.05464481,0,3,Aw,"Tropical, savannah",183001,Medium (50k-500k)
Bhusawal,India,Asia,75.9375,21.0388867,72.95081967,0,3,Aw,"Tropical, savannah",183001,Medium (50k-500k)
Indore,India,Asia,75.9375,22.90900923,65.30054645,0,3,Aw,"Tropical, savannah",2026000,Very Large (>1M)
Ujjain,India,Asia,75.9375,23.11265536,90.16393443,0,3,Aw,"Tropical, savannah",513350,Large (500k-1M)
Ujjain,India,Asia,75.9375,23.125,76.50273224,0,3,Aw,"Tropical, savannah",513350,Large (500k-1M)
Tonk,India,Asia,75.9375,25.91418615,83.66013072,0,6,BSh,"Arid, steppe, hot",181734,Medium (50k-500k)
Tonk,India,Asia,75.9375,26.51076933,98.69281046,0,6,BSh,"Arid, steppe, hot",181734,Medium (50k-500k)
Jaipur,India,Asia,75.9375,26.64925366,56.8627451,0,6,BSh,"Arid, steppe, hot",2917000,Very Large (>1M)
Jaipur,India,Asia,75.9375,26.875,93.46405229,0,6,BSh,"Arid, steppe, hot",2917000,Very Large (>1M)
Bhiwani,India,Asia,75.9375,28.5193755,64.70588235,0,6,BSh,"Arid, steppe, hot",190855,Medium (50k-500k)
Bhiwani,India,Asia,75.9375,28.7157157,88.88888889,0,6,BSh,"Arid, steppe, hot",190855,Medium (50k-500k)
Hisar,India,Asia,75.9375,29.30135962,93.46405229,0,6,BSh,"Arid, steppe, hot",544829,Large (500k-1M)
Hisar,India,Asia,75.9375,29.375,90.19607843,0,6,BSh,"Arid, steppe, hot",544829,Large (500k-1M)
Hisar,India,Asia,75.9375,29.45443631,62.74509804,0,6,BSh,"Arid, steppe, hot",544829,Large (500k-1M)
Ludhiana,India,Asia,75.9375,30.625,69.93464052,0,6,BSh,"Arid, steppe, hot",1649000,Very Large (>1M)
Hoshiarpur,India,Asia,75.9375,31.3245577,58.16993464,0,11,Cwa,"Temperate, dry winter, hot summer",158142,Medium (50k-500k)
Hoshiarpur,India,Asia,75.9375,31.51724377,88.88888889,0,11,Cwa,"Temperate, dry winter, hot summer",158142,Medium (50k-500k)
Hoshiarpur,India,Asia,75.9375,31.875,40.52287582,0,11,Cwa,"Temperate, dry winter, hot summer",158142,Medium (50k-500k)
Pathankot,India,Asia,75.9375,32.09194388,90.8496732,0,11,Cwa,"Temperate, dry winter, hot summer",253987,Medium (50k-500k)
Pathankot,India,Asia,75.9375,32.25961827,64.70588235,0,11,Cwa,"Temperate, dry winter, hot summer",253987,Medium (50k-500k)
Kashgar,China,Asia,75.9375,39.375,80.39215686,0,5,BWk,"Arid, desert, cold",506640,Large (500k-1M)
Kashgar,China,Asia,75.9375,39.74009906,83.00653595,0,5,BWk,"Arid, desert, cold",506640,Large (500k-1M)
Naryn,Kyrgyzstan,Asia,75.9375,41.32257587,94.11764706,0,7,BSk,"Arid, steppe, cold",52300,Medium (50k-500k)
Naryn,Kyrgyzstan,Asia,75.9375,41.61021796,83.00653595,0,7,BSk,"Arid, steppe, cold",52300,Medium (50k-500k)
Balykchy,Kyrgyzstan,Asia,75.9375,42.54527717,81.04575163,0,26,Dfb,"Cold, no dry season, warm summer",40527,Small (<50k)
Balykchy,Kyrgyzstan,Asia,75.9375,42.72333486,94.77124183,0,7,BSk,"Arid, steppe, cold",40527,Small (<50k)
Kachiry,Kazakhstan,Asia,75.9375,52.83091393,84.31372549,0,7,BSk,"Arid, steppe, cold",8931,Small (<50k)
Kachiry,Kazakhstan,Asia,75.9375,53.125,32.02614379,0,7,BSk,"Arid, steppe, cold",8931,Small (<50k)
Tatarsk,Russia,Europe,75.9375,55.33011226,75.81699346,0,7,BSk,"Arid, steppe, cold",25150,Small (<50k)
Megion,Russia,Europe,75.9375,60.93307192,90.19607843,0,25,Dfa,"Cold, no dry season, hot summer",48691,Small (<50k)
Megion,Russia,Europe,75.9375,61.24640103,82.35294118,0,25,Dfa,"Cold, no dry season, hot summer",48691,Small (<50k)
Noyabrsk,Russia,Europe,75.9375,63.11650191,82.35294118,0,25,Dfa,"Cold, no dry season, hot summer",110572,Medium (50k-500k)
Noyabrsk,Russia,Europe,75.9375,63.125,22.22222222,0,25,Dfa,"Cold, no dry season, hot summer",110572,Medium (50k-500k)
Kozhikode,India,Asia,76,11.13924051,80.32786885,0,2,Am,"Tropical, monsoon",953000,Large (500k-1M)
Kozhikode,India,Asia,76,11.25,93.98907104,0,2,Am,"Tropical, monsoon",953000,Large (500k-1M)
Davangere,India,Asia,76,14.25,78.68852459,0,6,BSh,"Arid, steppe, hot",503564,Large (500k-1M)
Hosapete,India,Asia,76,15.18987342,72.13114754,0,6,BSh,"Arid, steppe, hot",286007,Medium (50k-500k)
Burhanpur,India,Asia,76,21.26582278,81.42076503,0,3,Aw,"Tropical, savannah",197233,Medium (50k-500k)
Ujjain,India,Asia,76,23.25,60.6557377,0,3,Aw,"Tropical, savannah",513350,Large (500k-1M)
Ujjain,India,Asia,76,23.29113924,73.49726776,0,3,Aw,"Tropical, savannah",513350,Large (500k-1M)
Kota,India,Asia,76,25.3164557,87.58169935,0,3,Aw,"Tropical, savannah",827000,Large (500k-1M)
Tonk,India,Asia,76,26.25,43.79084967,0,6,BSh,"Arid, steppe, hot",181734,Medium (50k-500k)
Hisar,India,Asia,76,29.25,54.90196078,0,6,BSh,"Arid, steppe, hot",544829,Large (500k-1M)
Hisar,India,Asia,76,29.36708861,81.69934641,0,6,BSh,"Arid, steppe, hot",544829,Large (500k-1M)
Ludhiana,India,Asia,76,30.75,39.21568627,0,11,Cwa,"Temperate, dry winter, hot summer",1649000,Very Large (>1M)
Hoshiarpur,India,Asia,76,31.39240506,84.31372549,0,11,Cwa,"Temperate, dry winter, hot summer",158142,Medium (50k-500k)
Pathankot,India,Asia,76,32.25,51.63398693,0,11,Cwa,"Temperate, dry winter, hot summer",253987,Medium (50k-500k)
Kashgar,China,Asia,76,39.49367089,58.82352941,0,5,BWk,"Arid, desert, cold",506640,Large (500k-1M)
Kashgar,China,Asia,76,39.75,71.24183007,0,5,BWk,"Arid, desert, cold",506640,Large (500k-1M)
Naryn,Kyrgyzstan,Asia,76,41.25,71.89542484,0,7,BSk,"Arid, steppe, cold",15601,Small (<50k)
