city,country,q10,lon,lat,koppen_geiger_class,climate_class_label,climate_class_description,nearest_city_pop_max,pop_group
Hrodna,Belarus,0.739966279,23.9956,54.02666,14,Cfa,"Temperate, no dry season, hot summer",317365,Medium (50k-500k)
Pine Creek,Australia,17.80496922,131.9762,-14.0712,3,Aw,"Tropical, savannah",665,Small (<50k)
Adelaide River,Australia,12.66731914,131.1083,-13.24125,3,Aw,"Tropical, savannah",237,Small (<50k)
Pannawonica,Australia,4.541816344,116.156,-21.3331,4,BWh,"Arid, desert, hot",686,Small (<50k)
Kalbarri,Australia,13.52557966,114.547,-27.8567,6,BSh,"Arid, steppe, hot",1537,Small (<50k)
Port Denison,Australia,70.30173462,115.0351,-29.238,6,BSh,"Arid, steppe, hot",1213,Small (<50k)
Mount Barker,Australia,3.824178225,117.4783,-34.9108,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",1781,Small (<50k)
Gingin,Australia,33.21887955,116.0916,-31.3442,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",1446,Small (<50k)
Bunbury,Australia,0.924656684,115.734,-33.479,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",26998,Small (<50k)
Queanbeyan,Australia,1.649080216,149.31625,-35.3367,14,Cfa,"Temperate, no dry season, hot summer",32602,Small (<50k)
Merimbula,Australia,0.216384299,149.659,-37.0715,14,Cfa,"Temperate, no dry season, hot summer",6367,Small (<50k)
Echuca,Australia,0.736445482,144.4694,-36.4519,6,BSh,"Arid, steppe, hot",81657,Medium (50k-500k)
Nowra,Australia,0.008402198,150.432,-34.8394,14,Cfa,"Temperate, no dry season, hot summer",94781,Medium (50k-500k)
Ulladulla,Australia,0.031667116,150.23625,-35.4681,14,Cfa,"Temperate, no dry season, hot summer",10557,Small (<50k)
Batemans Bay,Australia,0.031667116,150.23625,-35.4681,14,Cfa,"Temperate, no dry season, hot summer",10557,Small (<50k)
Cooma,Australia,1.029051852,149.09,-36.17,7,BSk,"Arid, steppe, cold",6520,Small (<50k)
Tumut,Australia,2.162815478,148.34845,-35.32905,14,Cfa,"Temperate, no dry season, hot summer",6526,Small (<50k)
Cowra,Australia,1.902123593,148.8101,-34.1441,6,BSh,"Arid, steppe, hot",6795,Small (<50k)
Forbes,Australia,4.464670892,147.991,-33.4108,6,BSh,"Arid, steppe, hot",4838,Small (<50k)
Kiama,Australia,0.008402198,150.432,-34.8394,14,Cfa,"Temperate, no dry season, hot summer",94781,Medium (50k-500k)
Katoomba,Australia,0.582616206,150.24374,-33.94734,14,Cfa,"Temperate, no dry season, hot summer",22076,Small (<50k)
Parkes,Australia,4.464670892,147.991,-33.4108,6,BSh,"Arid, steppe, hot",4838,Small (<50k)
Bathurst,Australia,0.972529496,149.689,-33.0819,6,BSh,"Arid, steppe, hot",6111,Small (<50k)
Maitland,Australia,0.004096399,151.55,-32.73,14,Cfa,"Temperate, no dry season, hot summer",18625,Small (<50k)
Singleton,Australia,1.31069922,151.403,-32.6606,14,Cfa,"Temperate, no dry season, hot summer",18625,Small (<50k)
Muswellbrook,Australia,2.201456984,150.6349,-32.2708,6,BSh,"Arid, steppe, hot",11630,Small (<50k)
Taree,Australia,0.282885466,152.31,-31.92,14,Cfa,"Temperate, no dry season, hot summer",44182,Small (<50k)
Kempsey,Australia,0.794694345,152.7404,-31.3326,14,Cfa,"Temperate, no dry season, hot summer",48547,Small (<50k)
Inverell,Australia,3.632822543,151.1263,-29.7936,14,Cfa,"Temperate, no dry season, hot summer",8561,Small (<50k)
Wagga Wagga,Australia,3.513109639,147.6543,-35.1639,6,BSh,"Arid, steppe, hot",55381,Medium (50k-500k)
Scone,Australia,21.77710377,150.9965,-32.0119,6,BSh,"Arid, steppe, hot",4624,Small (<50k)
Berri,Australia,2.87513851,140.275,-34.1787,4,BWh,"Arid, desert, hot",4716,Small (<50k)
Clare,Australia,0.770421904,138.63,-34.13,6,BSh,"Arid, steppe, hot",3061,Small (<50k)
Kingston South East,Australia,7.784856196,139.9,-36.7965,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",206,Small (<50k)
Penola,Australia,4.716189268,140.776,-37.09375,7,BSk,"Arid, steppe, cold",1514,Small (<50k)
Gawler,Australia,0.340214574,138.773,-34.5616,6,BSh,"Arid, steppe, hot",16362,Small (<50k)
Colac,Australia,1.924066314,143.64,-38.012,7,BSk,"Arid, steppe, cold",9089,Small (<50k)
Stawell,Australia,0.371410779,142.64,-36.909,7,BSk,"Arid, steppe, cold",6991,Small (<50k)
Maryborough,Australia,0.397172247,143.5,-36.885,7,BSk,"Arid, steppe, cold",7046,Small (<50k)
Bairnsdale,Australia,0.071058462,147.375,-37.7636,6,BSh,"Arid, steppe, hot",11005,Small (<50k)
Sale,Australia,0.344368259,147.076,-37.9686,7,BSk,"Arid, steppe, cold",22486,Small (<50k)
Traralgon,Australia,3.059093461,146.21,-38.176,14,Cfa,"Temperate, no dry season, hot summer",18226,Small (<50k)
Wonthaggi,Australia,3.145972869,145.99,-38.582,14,Cfa,"Temperate, no dry season, hot summer",5985,Small (<50k)
Melton,Australia,1.917122059,144.8,-37.632,7,BSk,"Arid, steppe, cold",29925,Small (<50k)
Seymour,Australia,0.965013263,145.06,-37.061,7,BSk,"Arid, steppe, cold",3693,Small (<50k)
Shepparton,Australia,2.777180797,145.30649,-36.621014,6,BSh,"Arid, steppe, hot",33550,Small (<50k)
Sunbury,Australia,1.917122059,144.8,-37.632,7,BSk,"Arid, steppe, cold",29925,Small (<50k)
Longreach,Australia,8.004273106,144.081,-23.216,4,BWh,"Arid, desert, hot",2894,Small (<50k)
Warwick,Australia,10.66357765,151.86243,-27.92625,6,BSh,"Arid, steppe, hot",12347,Small (<50k)
Kingaroy,Australia,10.52928311,152.04378,-26.301222,6,BSh,"Arid, steppe, hot",8573,Small (<50k)
Gympie,Australia,1.348385007,152.72,-25.82,3,Aw,"Tropical, savannah",20678,Small (<50k)
Ingham,Australia,0.025175204,146.143,-18.6327,2,Am,"Tropical, monsoon",6127,Small (<50k)
Birdsville,Australia,2.746034838,139.3667,-25.9088,4,BWh,"Arid, desert, hot",283,Small (<50k)
Moranbah,Australia,3.251008496,148.3811,-22.1742,6,BSh,"Arid, steppe, hot",10000,Small (<50k)
Ayr,Australia,0.027661293,147.397,-19.6421,3,Aw,"Tropical, savannah",9078,Small (<50k)
Atherton,Australia,4.712581389,145.76,-17.13,2,Am,"Tropical, monsoon",154225,Medium (50k-500k)
Port Douglas,Australia,0.130647229,145.28186,-16.17875,2,Am,"Tropical, monsoon",3000,Small (<50k)
Queenstown,Australia,0.006101065,145.76764,-42.24125,15,Cfb,"Temperate, no dry season, warm summer",2352,Small (<50k)
Yaynangyoung,Myanmar,0.025936815,94.92,20.13,3,Aw,"Tropical, savannah",125973,Medium (50k-500k)
Vaduz,Liechtenstein,0.866283411,9.579166,47.260834,14,Cfa,"Temperate, no dry season, hot summer",5649,Small (<50k)
Nablus,Palestine,20.85050511,34.91,32.37,6,BSh,"Arid, steppe, hot",3112000,Very Large (>1M)
Butte,United States of America,30.72758934,-112.7428,46.3977,7,BSk,"Arid, steppe, cold",34190,Small (<50k)
Grand Forks,United States of America,2.818896363,-96.809,47.8003,25,Dfa,"Cold, no dry season, hot summer",8653,Small (<50k)
Yuma,United States of America,12.46535899,-114.6319,32.7317,4,BWh,"Arid, desert, hot",92489,Medium (50k-500k)
Carlsbad,United States of America,0.448866713,-104.4141,32.7434,4,BWh,"Arid, desert, hot",25302,Small (<50k)
Klamath Falls,United States of America,10.4139609,-121.8497,42.5846,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",42978,Small (<50k)
St. George,United States of America,13.90385592,-113.9244,36.8916,4,BWh,"Arid, desert, hot",98638,Medium (50k-500k)
Wichita,United States of America,3.159158594,-97.3881,37.8322,14,Cfa,"Temperate, no dry season, hot summer",401843,Medium (50k-500k)
Victoria,United States of America,0.0801322,-97.013,28.793,14,Cfa,"Temperate, no dry season, hot summer",64209,Medium (50k-500k)
Wichita Falls,United States of America,11.25611128,-98.2967,34.0532,14,Cfa,"Temperate, no dry season, hot summer",101212,Medium (50k-500k)
Waco,United States of America,0.146636373,-97.2978,31.8124,14,Cfa,"Temperate, no dry season, hot summer",167347,Medium (50k-500k)
Hartford,United States of America,3.447141563,-72.6873,41.9115,14,Cfa,"Temperate, no dry season, hot summer",913000,Large (500k-1M)
Springfield,United States of America,2.941729195,-89.7357,40.132,14,Cfa,"Temperate, no dry season, hot summer",134715,Medium (50k-500k)
Dayton,United States of America,5.143902424,-84.2824,39.8695,14,Cfa,"Temperate, no dry season, hot summer",773000,Large (500k-1M)
Cumaná,Venezuela,0.001854691,-63.96,10.32,6,BSh,"Arid, steppe, hot",317603,Medium (50k-500k)
Örnsköldsvik,Sweden,0.905899571,18.5983,63.5635,26,Dfb,"Cold, no dry season, warm summer",27749,Small (<50k)
Fargona,Uzbekistan,0.157018605,72.03125,40.25208,5,BWk,"Arid, desert, cold",750000,Large (500k-1M)
Khon Kaen,Thailand,14.74694892,102.9633,16.35,3,Aw,"Tropical, savannah",251056,Medium (50k-500k)
Lobamba,eSwatini,5.292103757,31.09,-26.381666,11,Cwa,"Temperate, dry winter, hot summer",90138,Medium (50k-500k)
Newcastle,United Kingdom,0.758081308,-1.589675,54.73389,15,Cfb,"Temperate, no dry season, warm summer",452934,Medium (50k-500k)
Liverpool,United Kingdom,0.652963979,-2.971887,52.966515,15,Cfb,"Temperate, no dry season, warm summer",89531,Medium (50k-500k)
Cardiff,United Kingdom,0.66819566,-2.948578,51.745186,15,Cfb,"Temperate, no dry season, warm summer",861400,Large (500k-1M)
Leeds,United Kingdom,1.155235662,-1.350694,54.154118,15,Cfb,"Temperate, no dry season, warm summer",158947,Medium (50k-500k)
Narvik,Norway,0.7975231,17.55453,68.19409,26,Dfb,"Cold, no dry season, warm summer",20000,Small (<50k)
Luxembourg,Luxembourg,1.509972179,6.115991,49.753067,14,Cfa,"Temperate, no dry season, hot summer",6242,Small (<50k)
Liepaga,Latvia,0.665603711,21.2186,56.364758,15,Cfb,"Temperate, no dry season, warm summer",85132,Medium (50k-500k)
Alta,Norway,0.399057369,23.516815,69.8263,26,Dfb,"Cold, no dry season, warm summer",12077,Small (<50k)
Karakol,Kyrgyzstan,0.000674951,78.75,42.73,26,Dfb,"Cold, no dry season, warm summer",70171,Medium (50k-500k)
Kursk,Russia,46.87469011,36.461876,51.715096,25,Dfa,"Cold, no dry season, hot summer",409431,Medium (50k-500k)
Salekhard,Russia,0.132665657,66.6,66.63,26,Dfb,"Cold, no dry season, warm summer",38025,Small (<50k)
Khanty Mansiysk,Russia,0.008127735,68.6,61.07,25,Dfa,"Cold, no dry season, hot summer",67800,Medium (50k-500k)
Gorno Altaysk,Russia,0.000906946,85.85,52,25,Dfa,"Cold, no dry season, hot summer",59868,Medium (50k-500k)
Daegu,South Korea,0.470284232,128.39444,36.00028,11,Cwa,"Temperate, dry winter, hot summer",2460000,Very Large (>1M)
Kyakhta,Russia,1.546659698,106.12,50.63,7,BSk,"Arid, steppe, cold",18431,Small (<50k)
Mogocha,Russia,0.210183487,119.97,53.42,21,Dwa,"Cold, dry winter, hot summer",12647,Small (<50k)
Delicias,Mexico,4.061168589,-105.7556,27.9861,4,BWh,"Arid, desert, hot",114783,Medium (50k-500k)
Ciudad Victoria,Mexico,1.74310174,-98.9481,23.9417,6,BSh,"Arid, steppe, hot",274900,Medium (50k-500k)
Tehuantepec,Mexico,6.275254132,-95.3292,16.425,6,BSh,"Arid, steppe, hot",42776,Small (<50k)
Villahermosa,Mexico,0.533919572,-93.1833,17.9583,2,Am,"Tropical, monsoon",428564,Medium (50k-500k)
Tapachula,Mexico,0.203463308,-92.1333,14.6833,3,Aw,"Tropical, savannah",221521,Medium (50k-500k)
Savannakhet,Laos,2.518834639,104.7367,16.54,3,Aw,"Tropical, savannah",84898,Medium (50k-500k)
Cork,Ireland,0.722887059,-8.515394,52.149197,15,Cfb,"Temperate, no dry season, warm summer",188907,Medium (50k-500k)
Montego Bay,Jamaica,4.122847549,-77.7568,18.0758,3,Aw,"Tropical, savannah",4229,Small (<50k)
Popayán,Colombia,11.43115508,-76.62,2.47,1,Af,"Tropical, rainforest",258750,Medium (50k-500k)
Stuttgart,Germany,0.858898079,9.315816,48.84736,14,Cfa,"Temperate, no dry season, hot summer",2944700,Very Large (>1M)
Bremen,Germany,2.041463524,9.205753,53.07577,14,Cfa,"Temperate, no dry season, hot summer",724909,Large (500k-1M)
Nürnberg,Germany,0.857761878,10.941275,49.83419,14,Cfa,"Temperate, no dry season, hot summer",237844,Medium (50k-500k)
Hanzhong,China,0.288242314,107,33.05,11,Cwa,"Temperate, dry winter, hot summer",145986,Medium (50k-500k)
Jianmen,China,0.446496582,113.583336,30.766666,14,Cfa,"Temperate, no dry season, hot summer",160437,Medium (50k-500k)
Xiantao,China,0.446496582,113.583336,30.766666,14,Cfa,"Temperate, no dry season, hot summer",160437,Medium (50k-500k)
Kagoshima,Japan,0.033357482,130.34,31.86,14,Cfa,"Temperate, no dry season, hot summer",555352,Large (500k-1M)
Matsuyama,Japan,0.834391643,132.55,33.5,14,Cfa,"Temperate, no dry season, hot summer",533541,Large (500k-1M)
Kanazawa,Japan,0.035016664,137.05,36.73,14,Cfa,"Temperate, no dry season, hot summer",170077,Medium (50k-500k)
Asahikawa,Japan,4.450208676,142.27,43.77,25,Dfa,"Cold, no dry season, hot summer",356612,Medium (50k-500k)
Kōbe,Japan,0.581457391,134.91777,34.797222,14,Cfa,"Temperate, no dry season, hot summer",1528478,Very Large (>1M)
Yokohama,Japan,4.027855024,139.53,35.64,14,Cfa,"Temperate, no dry season, hot summer",579399,Large (500k-1M)
Akita,Japan,0.041200811,140.07,39.37,14,Cfa,"Temperate, no dry season, hot summer",320069,Medium (50k-500k)
Aomori,Japan,0.081932003,140.44055,40.8075,14,Cfa,"Temperate, no dry season, hot summer",298394,Medium (50k-500k)
Hirosaki,Japan,0.081932003,140.44055,40.8075,14,Cfa,"Temperate, no dry season, hot summer",298394,Medium (50k-500k)
Hachinohe,Japan,0.194262136,141.35,40.44,14,Cfa,"Temperate, no dry season, hot summer",239046,Medium (50k-500k)
Fukushima,Japan,0.183337136,140.52417,37.825558,14,Cfa,"Temperate, no dry season, hot summer",294237,Medium (50k-500k)
Limoges,France,1.435396182,1.239604,45.755844,14,Cfa,"Temperate, no dry season, hot summer",152199,Medium (50k-500k)
Lille,France,1.797507376,3.387881,50.7287,14,Cfa,"Temperate, no dry season, hot summer",1044000,Very Large (>1M)
Strasbourg,France,2.686094282,7.741602,48.821815,14,Cfa,"Temperate, no dry season, hot summer",439972,Medium (50k-500k)
Temuco,Chile,1.152730023,-72.7833,-38.4,9,Csb,"Temperate, dry summer, warm summer",265901,Medium (50k-500k)
Kemijärvi,Finland,3.498950492,27.781958,66.51514,26,Dfb,"Cold, no dry season, warm summer",8883,Small (<50k)
Kokkola,Finland,3.269527463,22.8804,63.6231,26,Dfb,"Cold, no dry season, warm summer",46714,Small (<50k)
Joensuu,Finland,0.862435172,30.1308,62.7698,26,Dfb,"Cold, no dry season, warm summer",53388,Medium (50k-500k)
Turku,Finland,1.245558892,22.306116,60.464344,15,Cfb,"Temperate, no dry season, warm summer",175945,Medium (50k-500k)
Kalispell,United States of America,0.020907106,-114.0101,48.4952,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",32062,Small (<50k)
Yakima,United States of America,2.779376617,-120.4673,46.5343,7,BSk,"Arid, steppe, cold",99287,Medium (50k-500k)
Wenatchee,United States of America,0.28784203,-120.3023,47.5243,7,BSk,"Arid, steppe, cold",62625,Medium (50k-500k)
Monterey,United States of America,1.719051524,-121.6724,36.6311,9,Csb,"Temperate, dry summer, warm summer",156784,Medium (50k-500k)
Salinas,United States of America,1.719051524,-121.6724,36.6311,9,Csb,"Temperate, dry summer, warm summer",156784,Medium (50k-500k)
Eugene,United States of America,1.674995913,-122.7712,44.0698,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",56032,Medium (50k-500k)
Bend,United States of America,18.72218715,-121.2984,44.4923,7,BSk,"Arid, steppe, cold",75441,Medium (50k-500k)
Springfield,United States of America,1.481587852,-93.4616,36.8053,14,Cfa,"Temperate, no dry season, hot summer",210939,Medium (50k-500k)
Lincoln,United States of America,2.023860966,-96.4506,40.9656,14,Cfa,"Temperate, no dry season, hot summer",246220,Medium (50k-500k)
Brownsville,United States of America,3.532547807,-97.52,25.9,6,BSh,"Arid, steppe, hot",181399,Medium (50k-500k)
Concord,United States of America,0.14044285,-71.4634,42.9481,14,Cfa,"Temperate, no dry season, hot summer",196566,Medium (50k-500k)
Gainesville,United States of America,5.669495623,-82.7151,29.8488,14,Cfa,"Temperate, no dry season, hot summer",29395,Small (<50k)
Charlotte,United States of America,1.809609948,-80.8795,34.8363,14,Cfa,"Temperate, no dry season, hot summer",94564,Medium (50k-500k)
Toledo,United States of America,0.516362362,-83.531,41.9606,14,Cfa,"Temperate, no dry season, hot summer",469924,Medium (50k-500k)
Lynchburg,United States of America,1.600818962,-79.2953,37.1046,14,Cfa,"Temperate, no dry season, hot summer",103893,Medium (50k-500k)
La Esmeralda,Venezuela,2.342146782,-65.87,3.12,1,Af,"Tropical, rainforest",150,Small (<50k)
Ciudad Bolívar,Venezuela,0.007757175,-63.6,8.15,3,Aw,"Tropical, savannah",338000,Medium (50k-500k)
Saginaw,United States of America,2.323263888,-84.2355,43.5953,14,Cfa,"Temperate, no dry season, hot summer",68549,Medium (50k-500k)
Luanshya,Zambia,12.90022521,28.583332,-13.183333,3,Aw,"Tropical, savannah",151993,Medium (50k-500k)
Ndola,Zambia,12.90022521,28.583332,-13.183333,3,Aw,"Tropical, savannah",151993,Medium (50k-500k)
Kafue,Zambia,0.330404932,28.2166,-15.8166,6,BSh,"Arid, steppe, hot",47554,Small (<50k)
Hwange,Zimbabwe,3.4986094,26.6,-18.4,6,BSh,"Arid, steppe, hot",33989,Small (<50k)
Mutare,Zimbabwe,0.001778796,32.433334,-18.883333,6,BSh,"Arid, steppe, hot",249365,Medium (50k-500k)
Bacabal,Brazil,13.92943734,-44.76528,-4.21944,3,Aw,"Tropical, savannah",72372,Medium (50k-500k)
Óbidos,Brazil,4.794045364,-55.5131,-1.9192,3,Aw,"Tropical, savannah",27587,Small (<50k)
Guajara-Miram,Brazil,0.598387752,-65.3478,-10.7925,3,Aw,"Tropical, savannah",69586,Medium (50k-500k)
Pirapora,Brazil,0.083509123,-44.7139,-17.5947,3,Aw,"Tropical, savannah",60164,Medium (50k-500k)
Juiz de Fora,Brazil,0.117323963,-43.3725,-21.9664,3,Aw,"Tropical, savannah",470193,Medium (50k-500k)
Santa Maria,Brazil,0.047771641,-53.7167,-29.9333,14,Cfa,"Temperate, no dry season, hot summer",249219,Medium (50k-500k)
Xapeco,Brazil,0.135810054,-52.9,-26.93333,1,Af,"Tropical, rainforest",160157,Medium (50k-500k)
Joinville,Brazil,1.685088679,-49.0808,-26.48,1,Af,"Tropical, rainforest",130130,Medium (50k-500k)
Juazeiro do Norte,Brazil,6.988729548,-38.9847,-7.3,6,BSh,"Arid, steppe, hot",225230,Medium (50k-500k)
Alagoinhas,Brazil,2.592142209,-38.32167,-12.42083,3,Aw,"Tropical, savannah",124070,Medium (50k-500k)
Campina Grande,Brazil,14.12068848,-36.13333,-7.48333,6,BSh,"Arid, steppe, hot",417261,Medium (50k-500k)
Prince Albert,Canada,0.837210321,-105.8056,52.9236,7,BSk,"Arid, steppe, cold",34609,Small (<50k)
Kelowna,Canada,26.80701234,-119.6153,49.4956,7,BSk,"Arid, steppe, cold",37721,Small (<50k)
Dryden,Canada,12.30427723,-92.8708,49.8292,25,Dfa,"Cold, no dry season, hot summer",7862,Small (<50k)
Windsor,Canada,5.077908409,-82.9088,42.5959,14,Cfa,"Temperate, no dry season, hot summer",4101000,Very Large (>1M)
Esquel,Argentina,0.030540481,-71.58,-43.13,9,Csb,"Temperate, dry summer, warm summer",20048,Small (<50k)
San Ramón de la Nueva Orán,Argentina,0.014821821,-64.37,-22.72,3,Aw,"Tropical, savannah",36544,Small (<50k)
Baghlan,Afghanistan,0.379181037,68.666664,36.1,6,BSh,"Arid, steppe, hot",218748,Medium (50k-500k)
Kununurra,Australia,0.021848161,128.693,-15.5696,3,Aw,"Tropical, savannah",5679,Small (<50k)
Derby,Australia,0.014992868,123.646,-17.7362,6,BSh,"Arid, steppe, hot",3199,Small (<50k)
Carnarvon,Australia,0.020410894,113.7691,-24.8276,4,BWh,"Arid, desert, hot",7392,Small (<50k)
Newman,Australia,13.78885483,119.7943,-23.4014,4,BWh,"Arid, desert, hot",5138,Small (<50k)
Manjimup,Australia,8.223946198,116.2777,-34.3694,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",4240,Small (<50k)
Albury,Australia,0.872826515,146.72,-35.69,6,BSh,"Arid, steppe, hot",104258,Medium (50k-500k)
Forster-Tuncurry,Australia,0.282885466,152.31,-31.92,14,Cfa,"Temperate, no dry season, hot summer",44182,Small (<50k)
Port Macquarie,Australia,0.794694345,152.7404,-31.3326,14,Cfa,"Temperate, no dry season, hot summer",48547,Small (<50k)
Tamworth,Australia,4.599292391,151.1254,-31.0614,6,BSh,"Arid, steppe, hot",38551,Small (<50k)
Grafton,Australia,0.545916076,152.8092,-29.7242,14,Cfa,"Temperate, no dry season, hot summer",9955,Small (<50k)
Moree,Australia,2.011625821,150.0426,-29.6719,6,BSh,"Arid, steppe, hot",8203,Small (<50k)
Lismore,Australia,0.363519358,153.055,-28.864,14,Cfa,"Temperate, no dry season, hot summer",31430,Small (<50k)
Warrnambool,Australia,4.273250481,142.48,-38.316,15,Cfb,"Temperate, no dry season, warm summer",29928,Small (<50k)
Hughenden,Australia,2.628165322,144.527,-20.7105,6,BSh,"Arid, steppe, hot",421,Small (<50k)
Toowoomba,Australia,10.66357765,151.86243,-27.92625,6,BSh,"Arid, steppe, hot",12347,Small (<50k)
Maryborough,Australia,1.348385007,152.72,-25.82,3,Aw,"Tropical, savannah",20678,Small (<50k)
Bundaberg,Australia,0.096574161,151.982,-25.1362,3,Aw,"Tropical, savannah",52472,Medium (50k-500k)
Gladstone,Australia,9.559714022,151.1,-23.99,3,Aw,"Tropical, savannah",30489,Small (<50k)
Bowen,Australia,0.091734954,148.15,-20.15,3,Aw,"Tropical, savannah",10983,Small (<50k)
Innisfail,Australia,0.212693312,145.972,-17.5314,1,Af,"Tropical, rainforest",10143,Small (<50k)
Mackay,Australia,0.004323113,149.05,-21.15,3,Aw,"Tropical, savannah",75922,Medium (50k-500k)
Launceston,Australia,0.649227773,147.204,-41.5971,15,Cfb,"Temperate, no dry season, warm summer",72458,Medium (50k-500k)
Bago,Myanmar,1.663319449,96.5,17.33,2,Am,"Tropical, monsoon",284318,Medium (50k-500k)
Pyay,Myanmar,1.334540422,95.22,18.8,3,Aw,"Tropical, savannah",135308,Medium (50k-500k)
Magway,Myanmar,0.025936815,94.92,20.13,3,Aw,"Tropical, savannah",125973,Medium (50k-500k)
Monywa,Myanmar,1.020005393,95.13,22.1,3,Aw,"Tropical, savannah",226222,Medium (50k-500k)
Kiruna,Sweden,0.900222977,19.9859,68.1936,26,Dfb,"Cold, no dry season, warm summer",18154,Small (<50k)
Umeå,Sweden,4.594372665,20.2669,64.2106,26,Dfb,"Cold, no dry season, warm summer",78197,Medium (50k-500k)
Uppsala,Sweden,1.380272888,17.7035,59.8291,15,Cfb,"Temperate, no dry season, warm summer",133117,Medium (50k-500k)
Nakhon Sawan,Thailand,0.465320645,100.12,15.67,3,Aw,"Tropical, savannah",111915,Medium (50k-500k)
Ubon Ratchathani,Thailand,5.214128643,104.8617,15.2217,3,Aw,"Tropical, savannah",273893,Medium (50k-500k)
Lillehammer,Norway,0.845334686,10.26932,61.21542,26,Dfb,"Cold, no dry season, warm summer",19542,Small (<50k)
Kimberley,South Africa,1.418780782,24.638334,-29.02861,6,BSh,"Arid, steppe, hot",165264,Medium (50k-500k)
Oudtshoorn,South Africa,5.993058165,22.547777,-33.475555,4,BWh,"Arid, desert, hot",76708,Medium (50k-500k)
Vanhynsdorp,South Africa,1.288949735,18.686388,-31.8625,4,BWh,"Arid, desert, hot",3331,Small (<50k)
Klerksdorp,South Africa,0.418112153,26.69808,-27.01011,6,BSh,"Arid, steppe, hot",178921,Medium (50k-500k)
Kroonstad,South Africa,0.591344443,27.236944,-27.671389,6,BSh,"Arid, steppe, hot",103992,Medium (50k-500k)
Thohoyandou,South Africa,2.006772412,30.889257,-22.768513,6,BSh,"Arid, steppe, hot",269707,Medium (50k-500k)
Musina,South Africa,0.002460399,29.990355,-22.227188,4,BWh,"Arid, desert, hot",26459,Small (<50k)
Pietermaritzburg,South Africa,2.952939251,30.2375,-29.487223,11,Cwa,"Temperate, dry winter, hot summer",750845,Large (500k-1M)
Bhisho,South Africa,1.343741939,27.640028,-32.99164,6,BSh,"Arid, steppe, hot",338627,Medium (50k-500k)
Orel,Russia,0.344642951,36.083332,52.983334,25,Dfa,"Cold, no dry season, hot summer",334552,Medium (50k-500k)
Keetmanshoop,Namibia,0.000480745,18.1,-26.867,4,BWh,"Arid, desert, hot",18039,Small (<50k)
Tanga,United Republic of Tanzania,1.740533591,38.79972,-5.013889,3,Aw,"Tropical, savannah",50000,Medium (50k-500k)
Zaragoza,Spain,2.868911744,-0.89788,41.63706,4,BWh,"Arid, desert, hot",649404,Large (500k-1M)
Göteborg,Sweden,1.217821198,12.1728,57.4949,15,Cfb,"Temperate, no dry season, warm summer",537797,Large (500k-1M)
Limerick,Ireland,1.3815405,-8.718469,52.519226,15,Cfb,"Temperate, no dry season, warm summer",90054,Medium (50k-500k)
Daugavpils,Latvia,2.630115614,26.726522,56.080048,14,Cfa,"Temperate, no dry season, hot summer",111564,Medium (50k-500k)
Ipoh,Malaysia,24.15022147,101.08958,4.31875,1,Af,"Tropical, rainforest",673318,Large (500k-1M)
Cologne,Germany,0.867890697,7.2,50.85,14,Cfa,"Temperate, no dry season, hot summer",680543,Large (500k-1M)
Tartu,Estonia,1.444526341,26.72611,58.38,14,Cfa,"Temperate, no dry season, hot summer",101092,Medium (50k-500k)
Chiromo,Malawi,1.572686412,35.13,-16.55,6,BSh,"Arid, steppe, hot",25235,Small (<50k)
Zomba,Malawi,0.768188435,35.2,-15.07,3,Aw,"Tropical, savannah",1418,Small (<50k)
Pärnu,Estonia,0.701606992,24.497713,58.44632,14,Cfa,"Temperate, no dry season, hot summer",44192,Small (<50k)
Rancagua,Chile,0.67742184,-70.8836,-33.8111,6,BSh,"Arid, steppe, hot",246762,Medium (50k-500k)
Talca,Chile,0.291618038,-71.7333,-35.4525,8,Csa,"Temperate, dry summer, hot summer (Mediterranean)",197479,Medium (50k-500k)
Oulu,Finland,0.892013229,25.4734,65.0226,26,Dfb,"Cold, no dry season, warm summer",136752,Medium (50k-500k)
Manicoré,Brazil,9.403969135,-61.3019,-5.8167,2,Am,"Tropical, monsoon",21549,Small (<50k)
São Gabriel da Cachoeira,Brazil,3.754015104,-67.0092,-0.2461,1,Af,"Tropical, rainforest",15231,Small (<50k)
Natal,Brazil,20.0525326,-60.65,-7.2078,2,Am,"Tropical, monsoon",980588,Large (500k-1M)
Crato,Brazil,0.128635229,-63.0183,-7.5028,3,Aw,"Tropical, savannah",273883,Medium (50k-500k)
Imperatriz,Brazil,1.806691653,-47.4689,-5.7894,3,Aw,"Tropical, savannah",218106,Medium (50k-500k)
Balsas,Brazil,0.654354536,-46.03,-7.53,3,Aw,"Tropical, savannah",68056,Medium (50k-500k)
Jacareacanga,Brazil,84.66638266,-57.6428,-6.0453,2,Am,"Tropical, monsoon",31661,Small (<50k)
